"antecedent","succedent","p_con","p_occ","p_dur","null_obs"
"(inf_smile;infant_voc;i_gaze_at;mo_smile)","(inf_smile;infant_voc;i_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at_object;m_gaze_at)","(mo_smile;i_gaze_at_object;m_gaze_at)",999.0,999.0,999.0,7
"(mother-speech;mo_smile;inf_smile;i_gaze_away)","(mother-speech;mo_smile;inf_smile;i_gaze_away)",999.0,999.0,999.0,3
"(inf_smile;mother-speech;infant_voc;m_gaze_at_object)","(inf_smile;mother-speech;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;mo_smile;inf_smile)","(m_gaze_at;mother-speech;mo_smile;inf_smile)",999.0,999.0,999.0,2
"(m_gaze_at;inf_smile;infant_voc;mo_smile;i_gaze_at_object)","(m_gaze_at;inf_smile;infant_voc;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,2
"(m_gaze_away;mo_smile;mother-speech)","(m_gaze_away;mo_smile;mother-speech)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;i_gaze_at_object)","(mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,12
"(mo_smile;infant_voc;m_gaze_at_object;i_gaze_at)","(mo_smile;infant_voc;m_gaze_at_object;i_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at;inf_smile)","(i_gaze_at;inf_smile)",1.0,0.84,1.0,50
"(mother-speech;i_gaze_at;mo_smile)","(mother-speech;i_gaze_at;mo_smile)",999.0,999.0,999.0,3
"(i_gaze_away;m_gaze_at)","(i_gaze_away;m_gaze_at)",999.0,999.0,999.0,9
"(i_gaze_at;mother-speech)","(i_gaze_at;mother-speech)",999.0,999.0,999.0,32
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,5
"(mo_smile;m_gaze_away)","(mo_smile;m_gaze_away)",999.0,999.0,999.0,4
"(m_gaze_at_object;inf_smile;mother-speech)","(m_gaze_at_object;inf_smile;mother-speech)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_away)","(infant_voc;m_gaze_away)",999.0,999.0,999.0,10
"(m_gaze_at;inf_smile)","(m_gaze_at;inf_smile)",0.2,0.4,0.0,5
"(i_gaze_at;m_gaze_at_object;infant_voc)","(i_gaze_at;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,8
"(mo_smile;infant_voc;i_gaze_at_object)","(mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,12
"(m_gaze_at;mother-speech;i_gaze_at_object)","(m_gaze_at;mother-speech;i_gaze_at_object)",0.975609756097561,0.9024390243902439,1.0,41
"(infant_voc;mo_smile;i_gaze_at;m_gaze_at_object)","(infant_voc;mo_smile;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;inf_smile)","(m_gaze_at;infant_voc;inf_smile)",999.0,999.0,999.0,3
"(i_gaze_at;mo_smile;m_gaze_at;inf_smile)","(i_gaze_at;mo_smile;m_gaze_at;inf_smile)",999.0,999.0,999.0,3
"(mo_smile;mother-speech)","(mo_smile;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;infant_voc;mother-speech)","(i_gaze_at;mo_smile;infant_voc;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;mother-speech)","(i_gaze_at;infant_voc;mother-speech)",999.0,999.0,999.0,3
"(mother-speech;infant_voc;inf_smile;i_gaze_at)","(mother-speech;infant_voc;inf_smile;i_gaze_at)",999.0,999.0,999.0,2
"(i_gaze_at;infant_voc;inf_smile;m_gaze_at)","(i_gaze_at;infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;i_gaze_away)","(inf_smile;mother-speech;i_gaze_away)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at;m_gaze_at_object;infant_voc)","(mo_smile;i_gaze_at;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;inf_smile)","(m_gaze_at_object;mo_smile;inf_smile)",999.0,999.0,999.0,5
"(i_gaze_at;inf_smile;infant_voc)","(i_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,2
"(infant_voc;i_gaze_at)","(infant_voc;i_gaze_at)",999.0,999.0,999.0,7
"(mo_smile;i_gaze_at;m_gaze_away)","(mo_smile;i_gaze_at;m_gaze_away)",999.0,999.0,999.0,7
"(m_gaze_at_object;infant_voc;mother-speech;inf_smile)","(m_gaze_at_object;infant_voc;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,22
"(mo_smile;inf_smile;infant_voc;i_gaze_at)","(mo_smile;inf_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile)","(m_gaze_at_object;inf_smile)",999.0,999.0,999.0,11
"(mo_smile;i_gaze_at_object;m_gaze_at_object)","(mo_smile;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,17
"(infant_voc;inf_smile;mo_smile)","(infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;mother-speech)","(infant_voc;inf_smile;mother-speech)",999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech;infant_voc;i_gaze_at_object)","(m_gaze_at_object;mother-speech;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at_object)","(m_gaze_at_object;i_gaze_at_object)",999.0,999.0,999.0,2
"(i_gaze_at;mo_smile;infant_voc;inf_smile)","(i_gaze_at;mo_smile;infant_voc;inf_smile)",999.0,999.0,999.0,2
"(inf_smile;m_gaze_at;mother-speech;infant_voc)","(inf_smile;m_gaze_at;mother-speech;infant_voc)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;i_gaze_at;m_gaze_at_object)","(mo_smile;infant_voc;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;mo_smile)","(i_gaze_at;infant_voc;mo_smile)",999.0,999.0,999.0,4
"(m_gaze_away;i_gaze_away)","(m_gaze_away;i_gaze_away)",999.0,999.0,999.0,12
"(mother-speech;m_gaze_away;inf_smile)","(mother-speech;m_gaze_away;inf_smile)",999.0,999.0,999.0,2
"(m_gaze_at;mother-speech;i_gaze_away;inf_smile;mo_smile)","(m_gaze_at;mother-speech;i_gaze_away;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(infant_voc;mo_smile;m_gaze_away)","(infant_voc;mo_smile;m_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at_object;infant_voc)","(m_gaze_at_object;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_away;inf_smile)","(i_gaze_away;inf_smile)",999.0,999.0,999.0,10
"(m_gaze_at_object)","(m_gaze_at_object)",0.1,0.02,0.25,100
"(mother-speech;infant_voc)","(mother-speech;infant_voc)",999.0,999.0,999.0,6
"(m_gaze_away)","(m_gaze_away)",999.0,999.0,999.0,4
"(i_gaze_away;mother-speech;mo_smile)","(i_gaze_away;mother-speech;mo_smile)",999.0,999.0,999.0,2
"(m_gaze_at_object;infant_voc)","(m_gaze_at_object;infant_voc)",999.0,999.0,999.0,5
"(m_gaze_at;mo_smile;inf_smile;i_gaze_at_object)","(m_gaze_at;mo_smile;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,4
"(mo_smile;inf_smile;m_gaze_at)","(mo_smile;inf_smile;m_gaze_at)",999.0,999.0,999.0,4
"(i_gaze_at;m_gaze_at;infant_voc)","(i_gaze_at;m_gaze_at;infant_voc)",999.0,999.0,999.0,13
"(infant_voc;m_gaze_at_object;mo_smile;i_gaze_at_object)","(infant_voc;m_gaze_at_object;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;infant_voc;m_gaze_at)","(mother-speech;i_gaze_away;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at;m_gaze_at_object)","(mo_smile;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,3
"(mother-speech;infant_voc;mo_smile;m_gaze_at_object)","(mother-speech;infant_voc;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile;i_gaze_away)","(m_gaze_away;inf_smile;i_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;m_gaze_at_object)","(inf_smile;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,7
"(mo_smile;inf_smile;infant_voc;m_gaze_at_object)","(mo_smile;inf_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,3
"(infant_voc;m_gaze_away)","(infant_voc;m_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;infant_voc;i_gaze_at_object)","(m_gaze_at_object;mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at_object;mother-speech;m_gaze_at_object)","(mo_smile;i_gaze_at_object;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at_object;inf_smile)","(i_gaze_at_object;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,8
"(mother-speech;i_gaze_at_object;infant_voc)","(mother-speech;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;infant_voc;mo_smile;i_gaze_at)","(mother-speech;infant_voc;mo_smile;i_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_away;inf_smile)","(i_gaze_at;m_gaze_away;inf_smile)",999.0,999.0,999.0,3
"(inf_smile;mo_smile;i_gaze_at;m_gaze_at)","(inf_smile;mo_smile;i_gaze_at;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;i_gaze_at_object)","(m_gaze_at_object;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,43
"(m_gaze_away;i_gaze_at)","(m_gaze_away;i_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at_object;mo_smile;infant_voc)","(i_gaze_at_object;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(mo_smile;mother-speech;m_gaze_at)","(mo_smile;mother-speech;m_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;inf_smile)","(i_gaze_at;infant_voc;inf_smile)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;infant_voc)","(inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;inf_smile;i_gaze_at_object)","(mo_smile;infant_voc;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,3
"(m_gaze_at;mother-speech;mo_smile)","(m_gaze_at;mother-speech;mo_smile)",999.0,999.0,999.0,42
"(infant_voc;inf_smile;i_gaze_at;m_gaze_at_object)","(infant_voc;inf_smile;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;i_gaze_at_object)","(infant_voc;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,8
"(mother-speech;infant_voc)","(mother-speech;infant_voc)",999.0,999.0,999.0,3
"(m_gaze_at;mother-speech;mo_smile;inf_smile)","(m_gaze_at;mother-speech;mo_smile;inf_smile)",999.0,999.0,999.0,5
"(m_gaze_at_object;i_gaze_at)","(m_gaze_at_object;i_gaze_at)",999.0,999.0,999.0,2
"(mo_smile;i_gaze_at)","(mo_smile;i_gaze_at)",999.0,999.0,999.0,0
"(m_gaze_at;mo_smile;i_gaze_at_object;infant_voc)","(m_gaze_at;mo_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at_object)","(i_gaze_away;m_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_at;mo_smile;infant_voc)","(mother-speech;m_gaze_at;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile;i_gaze_at)","(m_gaze_away;inf_smile;i_gaze_at)",999.0,999.0,999.0,3
"(i_gaze_away;inf_smile;infant_voc)","(i_gaze_away;inf_smile;infant_voc)",999.0,999.0,999.0,3
"(mo_smile;infant_voc;inf_smile)","(mo_smile;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at_object;infant_voc;m_gaze_at)","(i_gaze_at_object;infant_voc;m_gaze_at)",999.0,999.0,999.0,2
"(mother-speech;infant_voc;inf_smile;m_gaze_at_object)","(mother-speech;infant_voc;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile)","(m_gaze_at_object;mo_smile)",999.0,999.0,999.0,27
"(infant_voc;m_gaze_at_object)","(infant_voc;m_gaze_at_object)",999.0,999.0,999.0,5
"(mother-speech;infant_voc;mo_smile)","(mother-speech;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;mother-speech)","(inf_smile;mo_smile;mother-speech)",999.0,999.0,999.0,5
"(m_gaze_at_object;mother-speech;i_gaze_at)","(m_gaze_at_object;mother-speech;i_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_at;infant_voc)","(inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,3
"(mother-speech;mo_smile;inf_smile;m_gaze_at;i_gaze_at_object)","(mother-speech;mo_smile;inf_smile;m_gaze_at;i_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;mo_smile;m_gaze_at)","(i_gaze_at;infant_voc;mo_smile;m_gaze_at)",999.0,999.0,999.0,2
"(m_gaze_at;mother-speech;infant_voc;inf_smile)","(m_gaze_at;mother-speech;infant_voc;inf_smile)",999.0,999.0,999.0,3
"(m_gaze_at;inf_smile;infant_voc;i_gaze_at_object)","(m_gaze_at;inf_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,6
"(i_gaze_at;m_gaze_at_object;inf_smile;mo_smile)","(i_gaze_at;m_gaze_at_object;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_away;inf_smile)","(m_gaze_at_object;i_gaze_away;inf_smile)",999.0,999.0,999.0,22
"(mother-speech;mo_smile;inf_smile;m_gaze_at)","(mother-speech;mo_smile;inf_smile;m_gaze_at)",999.0,999.0,999.0,2
"(infant_voc)","(infant_voc)",999.0,999.0,999.0,2
"(m_gaze_at_object;infant_voc;inf_smile;mo_smile)","(m_gaze_at_object;infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;m_gaze_at_object)","(mo_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,2
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(inf_smile;infant_voc;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,1
"(mo_smile)","(mo_smile)",0.0,0.15789473684210525,0.0,76
"(i_gaze_at_object;mo_smile;inf_smile)","(i_gaze_at_object;mo_smile;inf_smile)",999.0,999.0,999.0,14
"(infant_voc;i_gaze_at_object)","(infant_voc;i_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc)","(i_gaze_at;infant_voc)",0.14492753623188406,0.8985507246376812,0.37681159420289856,69
"(inf_smile;i_gaze_at;m_gaze_at;mo_smile)","(inf_smile;i_gaze_at;m_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_away)","(inf_smile;m_gaze_away)",999.0,999.0,999.0,3
"(m_gaze_away;i_gaze_at)","(m_gaze_away;i_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;inf_smile;m_gaze_at)","(i_gaze_at;infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,2
"(mother-speech;inf_smile;i_gaze_at;infant_voc)","(mother-speech;inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;mo_smile;i_gaze_away)","(infant_voc;m_gaze_at;mo_smile;i_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;m_gaze_away;mother-speech)","(i_gaze_at;mo_smile;m_gaze_away;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_away;mother-speech;mo_smile;inf_smile)","(i_gaze_away;mother-speech;mo_smile;inf_smile)",999.0,999.0,999.0,3
"(infant_voc;mo_smile;m_gaze_at_object)","(infant_voc;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,6
"(m_gaze_at_object;mother-speech;i_gaze_at_object;infant_voc)","(m_gaze_at_object;mother-speech;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at)","(m_gaze_at;i_gaze_at)",0.13793103448275862,0.0,0.0,58
"(mother-speech;i_gaze_at_object;m_gaze_at_object)","(mother-speech;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,18
"(mo_smile;m_gaze_at_object;infant_voc)","(mo_smile;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,2
"(m_gaze_at_object;inf_smile;mother-speech)","(m_gaze_at_object;inf_smile;mother-speech)",999.0,999.0,999.0,2
"(mo_smile;i_gaze_at_object;m_gaze_away)","(mo_smile;i_gaze_at_object;m_gaze_away)",999.0,999.0,999.0,2
"(mo_smile;inf_smile;m_gaze_at)","(mo_smile;inf_smile;m_gaze_at)",999.0,999.0,999.0,7
"(i_gaze_at_object;inf_smile;m_gaze_at_object)","(i_gaze_at_object;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,13
"(i_gaze_away)","(i_gaze_away)",999.0,999.0,999.0,41
"(mo_smile;m_gaze_at;inf_smile;i_gaze_at_object)","(mo_smile;m_gaze_at;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_away;mo_smile)","(mother-speech;m_gaze_away;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_at;i_gaze_away)","(mother-speech;m_gaze_at;i_gaze_away)",999.0,999.0,999.0,4
"(inf_smile;m_gaze_at_object;i_gaze_at)","(inf_smile;m_gaze_at_object;i_gaze_at)",999.0,999.0,999.0,3
"(infant_voc;mo_smile)","(infant_voc;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_away;mother-speech)","(i_gaze_away;mother-speech)",999.0,999.0,999.0,20
"(infant_voc;m_gaze_at;mo_smile;i_gaze_at_object)","(infant_voc;m_gaze_at;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile)","(m_gaze_at;inf_smile)",999.0,999.0,999.0,22
"(inf_smile;m_gaze_at_object;i_gaze_away)","(inf_smile;m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,9
"(i_gaze_at;m_gaze_away)","(i_gaze_at;m_gaze_away)",999.0,999.0,999.0,59
"(i_gaze_at;m_gaze_at)","(i_gaze_at;m_gaze_at)",999.0,999.0,999.0,11
"(m_gaze_at)","(m_gaze_at)",0.0,0.36,0.0,100
"(mother-speech;i_gaze_at;m_gaze_away;mo_smile)","(mother-speech;i_gaze_at;m_gaze_away;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_at_object;infant_voc;mother-speech)","(mo_smile;m_gaze_at_object;infant_voc;mother-speech)",999.0,999.0,999.0,1
"(mo_smile)","(mo_smile)",999.0,999.0,999.0,48
"(m_gaze_at;infant_voc;mo_smile)","(m_gaze_at;infant_voc;mo_smile)",999.0,999.0,999.0,2
"(mo_smile;i_gaze_at_object;m_gaze_at_object)","(mo_smile;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,8
"(infant_voc;inf_smile)","(infant_voc;inf_smile)",0.34285714285714286,0.4857142857142857,0.11428571428571428,35
"(m_gaze_at;i_gaze_away;inf_smile)","(m_gaze_at;i_gaze_away;inf_smile)",999.0,999.0,999.0,4
"(i_gaze_at_object;mo_smile;m_gaze_at_object)","(i_gaze_at_object;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,11
"(i_gaze_away;mother-speech;mo_smile;m_gaze_at_object)","(i_gaze_away;mother-speech;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;m_gaze_at_object;inf_smile)","(mother-speech;mo_smile;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,3
"(infant_voc)","(infant_voc)",999.0,999.0,999.0,6
"(mo_smile;m_gaze_at;i_gaze_at;inf_smile)","(mo_smile;m_gaze_at;i_gaze_at;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at)","(i_gaze_away;m_gaze_at)",999.0,999.0,999.0,6
"(infant_voc)","(infant_voc)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;m_gaze_at_object)","(inf_smile;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,4
"(inf_smile)","(inf_smile)",999.0,999.0,999.0,32
"(inf_smile;m_gaze_at_object;mo_smile;infant_voc)","(inf_smile;m_gaze_at_object;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(infant_voc;mo_smile;i_gaze_at_object)","(infant_voc;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,5
"(mo_smile;m_gaze_at_object;inf_smile;i_gaze_at)","(mo_smile;m_gaze_at_object;inf_smile;i_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_away)","(m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,27
"(infant_voc;i_gaze_at_object;m_gaze_at_object)","(infant_voc;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,7
"(i_gaze_away;m_gaze_away)","(i_gaze_away;m_gaze_away)",999.0,999.0,999.0,12
"(mother-speech;i_gaze_away;mo_smile)","(mother-speech;i_gaze_away;mo_smile)",999.0,999.0,999.0,12
"(m_gaze_at;infant_voc;i_gaze_away)","(m_gaze_at;infant_voc;i_gaze_away)",0.2,1.0,1.0,15
"(mo_smile;i_gaze_at;m_gaze_away;infant_voc)","(mo_smile;i_gaze_at;m_gaze_away;infant_voc)",999.0,999.0,999.0,1
"(mo_smile;mother-speech;i_gaze_at_object;inf_smile;m_gaze_at_object)","(mo_smile;mother-speech;i_gaze_at_object;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_at;mo_smile;i_gaze_away)","(mother-speech;m_gaze_at;mo_smile;i_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_away;mo_smile;infant_voc)","(m_gaze_at;i_gaze_away;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc)","(i_gaze_at;infant_voc)",999.0,999.0,999.0,7
"(i_gaze_away;inf_smile;infant_voc)","(i_gaze_away;inf_smile;infant_voc)",999.0,999.0,999.0,3
"(mo_smile;infant_voc;m_gaze_at_object)","(mo_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,3
"(inf_smile;i_gaze_at;mo_smile;m_gaze_away)","(inf_smile;i_gaze_at;mo_smile;m_gaze_away)",999.0,999.0,999.0,10
"(mother-speech;i_gaze_at_object;inf_smile)","(mother-speech;i_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;infant_voc;inf_smile)","(mother-speech;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at;infant_voc;inf_smile)","(i_gaze_at_object;m_gaze_at;infant_voc;inf_smile)",999.0,999.0,999.0,2
"(infant_voc;m_gaze_away)","(infant_voc;m_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at_object;infant_voc;mo_smile)","(i_gaze_at_object;m_gaze_at_object;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;mother-speech;i_gaze_at)","(m_gaze_at_object;inf_smile;mother-speech;i_gaze_at)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;mother-speech)","(mo_smile;inf_smile;mother-speech)",999.0,999.0,999.0,4
"(m_gaze_at;i_gaze_away)","(m_gaze_at;i_gaze_away)",0.038461538461538464,1.0,0.46153846153846156,26
"(inf_smile;mo_smile)","(inf_smile;mo_smile)",999.0,999.0,999.0,34
"(m_gaze_at_object;mother-speech;inf_smile;mo_smile)","(m_gaze_at_object;mother-speech;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_away)","(i_gaze_away;m_gaze_away)",999.0,999.0,999.0,2
"(mo_smile;mother-speech)","(mo_smile;mother-speech)",999.0,999.0,999.0,0
"(mother-speech;inf_smile;i_gaze_at)","(mother-speech;inf_smile;i_gaze_at)",999.0,999.0,999.0,36
"(m_gaze_at;mo_smile;inf_smile)","(m_gaze_at;mo_smile;inf_smile)",999.0,999.0,999.0,34
"(mother-speech;mo_smile;i_gaze_at;m_gaze_away)","(mother-speech;mo_smile;i_gaze_at;m_gaze_away)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_at;infant_voc)","(mo_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_away;i_gaze_away;mother-speech;inf_smile)","(m_gaze_away;i_gaze_away;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_at)","(mo_smile;m_gaze_at)",999.0,999.0,999.0,9
"(m_gaze_away;mo_smile)","(m_gaze_away;mo_smile)",999.0,999.0,999.0,11
"(i_gaze_at_object;m_gaze_at)","(i_gaze_at_object;m_gaze_at)",999.0,999.0,999.0,4
"(i_gaze_at;mo_smile;infant_voc;m_gaze_at_object)","(i_gaze_at;mo_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_away)","(i_gaze_away)",999.0,999.0,999.0,5
"(m_gaze_away;inf_smile;i_gaze_away)","(m_gaze_away;inf_smile;i_gaze_away)",999.0,999.0,999.0,3
"(i_gaze_away;mo_smile;inf_smile;m_gaze_at)","(i_gaze_away;mo_smile;inf_smile;m_gaze_at)",999.0,999.0,999.0,3
"(mother-speech;i_gaze_away;mo_smile;inf_smile)","(mother-speech;i_gaze_away;mo_smile;inf_smile)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_at;mo_smile)","(inf_smile;i_gaze_at;mo_smile)",999.0,999.0,999.0,15
"(mother-speech;mo_smile;m_gaze_at;inf_smile)","(mother-speech;mo_smile;m_gaze_at;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at_object;infant_voc)","(m_gaze_at_object;infant_voc)",999.0,999.0,999.0,49
"(m_gaze_at;infant_voc)","(m_gaze_at;infant_voc)",999.0,999.0,999.0,0
"(mo_smile;mother-speech)","(mo_smile;mother-speech)",999.0,999.0,999.0,7
"(mother-speech;inf_smile;i_gaze_away)","(mother-speech;inf_smile;i_gaze_away)",0.42857142857142855,1.0,0.6190476190476191,21
"(mother-speech;i_gaze_at;mo_smile)","(mother-speech;i_gaze_at;mo_smile)",999.0,999.0,999.0,3
"(mo_smile;infant_voc;m_gaze_at_object;i_gaze_at_object)","(mo_smile;infant_voc;m_gaze_at_object;i_gaze_at_object)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;m_gaze_at;infant_voc)","(inf_smile;mo_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_at)","(inf_smile;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_away;mother-speech)","(m_gaze_at_object;i_gaze_away;mother-speech)",999.0,999.0,999.0,1
"(mother-speech;infant_voc;i_gaze_away)","(mother-speech;infant_voc;i_gaze_away)",999.0,999.0,999.0,2
"(inf_smile;mother-speech;i_gaze_at_object)","(inf_smile;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,6
"(mother-speech;inf_smile;m_gaze_away)","(mother-speech;inf_smile;m_gaze_away)",999.0,999.0,999.0,3
